Jiri Lehecka,Tommy Paul
0.6336649455283179,0.600653571653324
0.6375658893594771,0.6004075125813149
0.6413273799525842,0.6001643313931888
0.6416842132243872,0.5932403742192691
0.6420369212560537,0.5983074314193962
0.6423855751724137,0.6031702878160919
0.6427302444725869,0.6078439012090225
0.643070997076167,0.612341721025641
0.6353632802616711,0.6122140479675504
0.6391858993258426,0.6120878094382023
0.6428775982122904,0.6119629813952157
0.6464469774092141,0.6118395403304844
0.6499018394317284,0.6117174632554185
0.6502555969858712,0.6162177476923076
0.6506054883372365,0.620554022828202
0.6509515765217391,0.62473712
0.6512939232123551,0.6287768816392206
0.654704785376344,0.6287722047311828
0.6474360675157997,0.6287675778435518
0.6508131269030732,0.6287630001781297
0.6540895035288704,0.6287584709536114
0.6572709108353862,0.6287539894051408
0.6576171587122647,0.6327786439219419
0.6579597998404255,0.6366693696296297
0.6582988902833204,0.6404342175805362
0.6586344849484536,0.6440805674226804
0.6617739662222222,0.6441600233235134
0.6648250118617243,0.644238668449848
0.6677923354314721,0.6443165151485042
0.6706802925410973,0.6443935755168708
0.6710542510671003,0.6479981411055276
0.6714244700078431,0.6514928442775509
0.6717910051780314,0.6548837317412936
0.6721539112871286,0.6581763865346535
0.6750004437438423,0.6583148009349946
0.6681538821901589,0.658451858331411
0.670989599306233,0.6585875785824964
0.6737537470785524,0.6587219811612413
0.6764497105314009,0.658855085164346
0.6768033176923076,0.6621195233136095
0.6794409581599932,0.662263964313581
0.6820160282955665,0.6624070296849817
0.6823790835626736,0.6556770450004471
0.6827387137800911,0.6491429091823899
0.6852654026195591,0.6492251803442879
0.6877340657943924,0.6493066826168223
0.6881011941705426,0.6526291462494715
0.6884649232098765,0.6462707741798941
0.6908877007539472,0.6463373341408821
0.6932565540810891,0.6464032834600262
0.6869486609436833,0.6464686305022831
0.6893185912727272,0.6465333834805194
0.6916380685833623,0.6465975504589528
0.6919875852529452,0.6499322676276276
0.6923339672438773,0.653177249469615
0.6926772565384616,0.6563367262953996
0.6930174943726496,0.6501553929481481
0.6933547212525528,0.6532750206644422
0.6871683316833533,0.6533580873026648
0.6895084469337522,0.6534404252861662
0.6835156772052402,0.6535220441606414
0.6858526285771896,0.6536029533057733
0.6800405878540507,0.6536831619388261
0.67435838973288,0.6537626791181459
0.6746074711769328,0.6568601041783192
0.6748544237197545,0.6507904419373218
0.6750992745388074,0.644873957787234
0.6753420503509191,0.6391040388005216
0.6755827774220003,0.6334744652397392
0.6779765689635854,0.6334866046142094
0.6803222087373186,0.6334986424039559
0.6826214338918918,0.6335105798787879
0.6848758924481327,0.6335224182874386
0.6851312262258953,0.6367188365215246
0.6853844584910836,0.6398396783732753
0.6856356150819672,0.6428880063863149
0.6858847214149659,0.6374119012011662
0.6861318024932249,0.6404194283568074
0.6883606885829958,0.640449662751896
0.6905468127440302,0.6404796533212176
0.69269163969931,0.6405094030024323
0.6947965628516455,0.6405389146861972
0.6950543202541732,0.6435102570694997
0.69531003196303,0.6381533483278974
0.6955637222354532,0.6410864558230959
0.695815414946676,0.6439565488713911
0.6960651335974187,0.6467659383942209
0.6981448831249999,0.6468094102631579
0.7001864964442522,0.646852543829613
0.7021912169861978,0.6468953430273358
0.7041602305735684,0.6469378117293234
0.7044176309842447,0.6497140617462538
0.7046730589779808,0.6524328100127713
0.7049265371397039,0.6550960854343415
0.7051780877108434,0.6577058177946769
0.7071206514574315,0.6577713260606061
0.7090291967502774,0.6578363399245283
0.7109047799825144,0.6579008649624061
0.70555912165655,0.6579649066666667
0.7003141081682497,0.6580284704477612
0.7022255969725575,0.6580915616356877
0.7024545575164377,0.6606804772053041
0.7026818283146068,0.6555230702259023
0.7029074280039656,0.6504688738766833
0.7031313749483474,0.653058474041514
0.7033536872435003,0.6555984781794761
0.7035743827219612,0.6580904941598309
0.7054653022222221,0.6581496539804517
0.7056862457761733,0.6605996853379807
0.7059055998081535,0.6557285581687378
0.7077684507968017,0.6557813394851743
0.7096004769937887,0.6558337437922077
0.7098216109917995,0.6582708255875884
0.710041176663583,0.6606637788494878
0.7118463230913028,0.6607242523439341
0.7067297897632604,0.6607842999687011
0.70693760610377,0.6631424074524773
0.7071439691831573,0.6654587248160536
0.702095490834403,0.6655260554219058
0.7022892382163743,0.6678054658542414
0.7024816447860135,0.6630881700478539
0.7026727244137931,0.6653504485517241
0.7028624907795261,0.6675743301718213
0.7030509573756308,0.6697609136336675
0.7048993404323095,0.6698324519812815
0.7067179934693877,0.6699035036734694
0.7017626713192666,0.6699740736592696
0.7035808735298935,0.6700441668208414
0.7053706736700336,0.6701137879745913
0.705553993557047,0.6722798160471168
0.7057360872240802,0.6744100326988953
0.7059169669333334,0.6765054336
0.7060966447840531,0.6719553514055459
0.7062751327152317,0.6740379907856122
0.7014111066915009,0.6741107315136219
0.6966285857894736,0.6741829936842105
0.6919253311551806,0.6742547820045002
0.6937722903569633,0.6743261011200821
0.6955912659655654,0.6743969556160184
0.6973829805341828,0.6744673500178253
0.6991481304951155,0.6745372887924361
0.7008873873548387,0.6746067763491461
0.7010453057234727,0.6700907782049761
0.7012022117948717,0.6721822463116371
0.7013581152715656,0.6677596579461433
0.7015130257324841,0.6698375432183632
0.7016669526349206,0.6718832344922119
0.7018199053164557,0.6675684496202532
0.7019718929968453,0.6633209179729691
0.7021229247798743,0.6653710494225271
0.7022730096551724,0.6673905204575108
0.7024221565,0.6632417011428571
0.7025703740809968,0.6652478206666115
0.7027176710559007,0.6672247419941157
0.7044475478944529,0.6672773295616751
0.7061520737598204,0.6673295925146199
0.7078318780008316,0.6673815338493927
0.7032978223312883,0.66743315652567
0.7049764601510108,0.6674844634669241
0.705120472130369,0.6633997205514315
0.7052636086569652,0.6593750416434336
0.705405877689461,0.6613659859974101
0.7055472870903403,0.6574144182866506
0.705687844627359,0.659391616369343
0.705827557974966,0.6613412314714715
0.7059664347157013,0.663263899630821
0.7061044823415665,0.6594102977675557
0.7062417082553729,0.6613204244057298
0.7063781197720648,0.663204798744137
0.708044229967819,0.6632468536438252
0.7096866835757343,0.6632886604320106
0.7113060458742392,0.6633302212979126
0.7068623089294934,0.6633715384050705
0.7024844045356329,0.6634126138917185
0.7041241570796481,0.6634534498711557
0.704251409994137,0.6653245060465116
0.7043779252105713,0.6671705863832529
0.704503709125176,0.6689922402293933
0.704628768060446,0.6707900002305476
0.700311561532567,0.6708380174712644
0.7019532998574439,0.6708857595415473
0.7035728569030445,0.6709332288000001
0.7051707335566211,0.6709804275783476
0.7009739545894428,0.6710273581818181
0.6968359492351275,0.6710740228895185
0.6984499450739844,0.6711204239548022
0.6943869677311744,0.6711665636056338
0.6959974440449438,0.6712124440449438
0.6975872716287754,0.6712580674509804
0.6976957823463686,0.6730492460335196
0.6978036885474292,0.6748170540047139
0.6979109952695952,0.6765619919525021
0.6980177074946853,0.6782845456761522
0.6940238357501063,0.6783361621161895
0.695614089552289,0.6783874941681276
0.6916898079120879,0.6784385441758242
0.6932760733472036,0.6784893144574513
0.6948426325487316,0.6785398073058453
0.696389891226158,0.6785900249888531
0.6964902810144926,0.6802992563059823
0.6980195331356608,0.6803506082409275
0.6942037352724403,0.680401682597846
0.6943000244153696,0.6820919344796235
0.6943957958747351,0.6837608534607726
0.6959234260216809,0.6838143195472148
0.6921620728873159,0.6838674997187563
0.6922539572397123,0.6855180723701961
0.6923453528455533,0.6817901328032303
0.6938710233270178,0.681840370984143
0.6953785827100454,0.6818903433545745
0.695471242000786,0.6782020754663302
0.695563413611049,0.6798613514032564
0.6970548739669513,0.6799085439891237
0.6985288668663274,0.6799554894933897
0.6986221746141066,0.6815969453785902
0.6987149963840326,0.6832184515602837
0.7001733941471862,0.6832675663862945
0.6965050573807396,0.6833164267313416
0.6965942807021295,0.6849206876907958
0.6980504722440333,0.684970441980543
0.6994900274864908,0.6850199404641732
0.7009132593873874,0.6850691851094258
0.6973255363449425,0.6851181778639097
0.6987459780952381,0.6851669206553608
0.6988339866327395,0.6867574707991245
0.698921548426396,0.6831471152622673
0.6990086668691983,0.6847313201501527
0.6990953453198652,0.6811771480503667
0.6991815871032745,0.6827548385297898
0.6992673955108877,0.6843141595110689
0.6957134326226161,0.684360246085484
0.6971350936210526,0.6844061022270271
0.698541045788144,0.6844517296596347
0.695053367453641,0.6844971300900902
0.6964562388921796,0.6845423052082356
0.6978439015689261,0.6845872566871822
0.6979251986780627,0.6861346073729389
0.698006095308829,0.687664113497537
0.6980865944131542,0.6891761091833314
0.698166698914027,0.6857044596904025
0.6982464117058491,0.6872109465496908
0.6996223262787012,0.6872564865652798
0.7009834647300501,0.6873018049749535
0.7023300867484886,0.6873469033923473
0.7036624457142857,0.6873917834154679
0.7037441789371981,0.6839599572168895
0.7038255182650603,0.6805674724041975
0.7039064665384616,0.682082937199211
0.7039870265707434,0.6835816328729627
0.7040672011483253,0.6802488879026104
0.7041469930310262,0.6817416307578691
0.704226404952381,0.678456262095238
0.7043054396199525,0.6752070999672474
0.7056281755450237,0.6752408295734598
0.7069369960738989,0.6752743997016284
0.7082321403380021,0.675307811480136
0.7048510010490674,0.6753410660267445
0.7061443998178972,0.6753741644487212
0.70622226759208,0.6721479757272963
0.706299771498159,0.6736585588991457
0.7063769140806667,0.670476822632327
0.7064536978604651,0.6673293722790699
0.7065301253350207,0.6688420120381293
