Jiri Lehecka,Tommy Paul
0.5918325750495049,0.6331844562376238
0.5860302949019607,0.6367806870588235
0.5803406803883494,0.6305983502912621
0.5747604815384615,0.6341502892307692
0.5692865721904761,0.6376345721904763
0.620519717735849,0.639166321509434
0.6240662624299065,0.6406694399999999
0.6275471303703704,0.6421447229629629
0.6103219273394496,0.6435929365137615
0.5979553643636363,0.6450148189090908
0.6045803911111111,0.6464110818018017
0.6051347328571428,0.6513538400000001
0.6056792632448377,0.639268534209861
0.6062142404678361,0.6443125445614035
0.6067399137391304,0.6343620006956522
0.6072565236781609,0.6254450868965518
0.6077643026780627,0.6173021995959596
0.5937356302179176,0.6166933211710324
0.6021015973109243,0.6160946759969442
0.6092368617777777,0.6155060082424242
0.6154966122314048,0.6149270705334334
0.604713853114754,0.6143576236065573
0.595054932899729,0.6137974359793053
0.5862755403473945,0.6132462836363636
0.5924864349257142,0.612703949730909
0.5982150006349206,0.6121702243001443
0.6035440163779526,0.6116449039942734
0.6037116412499999,0.60118461
0.6038766672868217,0.5917538408109719
0.6040391544615384,0.5996279236923077
0.6041991609160304,0.5909793644783715
0.604356743030303,0.5829668945454545
0.5953898856081379,0.5818731584962406
0.6011408049087893,0.5807957468656717
0.6065211350955165,0.5797342968888889
0.6115815447058823,0.5786884564705883
0.6163631879318734,0.5776578837956204
0.6167277058937197,0.5857535001534526
0.6170869789928057,0.5931771948201439
0.6174411196190476,0.5849928464360903
0.6177902369739953,0.5918555324822695
0.6181344371830986,0.5841664090140845
0.6184738234032634,0.5905708397202797
0.6095492366666666,0.5899418755555556
0.6146408011514242,0.5893215867586207
0.619464087305936,0.5887097950684932
0.6240482318367346,0.5881063270748299
0.6284179683160083,0.587511014054054
0.6288467584099122,0.5797745818033265
0.629269831302564,0.5863442005333332
0.6296873005807437,0.5790174177483444
0.6300992768421052,0.585208092631579
0.6305058677928607,0.5910660886371338
0.6309071783416582,0.5966246851205936
0.6222048822365591,0.5962317148018433
0.6267633979487179,0.5958437825641025
0.6185982016955852,0.5954607921383075
0.6230490933333332,0.5950826496925858
0.6273134089024142,0.5947092637556155
0.6314068129999999,0.5943405451428572
0.6317552178881987,0.5869773553908759
0.6320993214814814,0.5799483338271605
0.6324392029447852,0.5856917736948348
0.6327749395121951,0.591168476097561
0.6331066065454545,0.59640106384573
0.6334342775903614,0.6014095362721474
0.6253997409980039,0.6011545302430433
0.6296136314285714,0.60090256
