Carlos Alcaraz,Novak Djokovic
0.5744068324752474,0.6144715849504951
0.5687753929411763,0.6084473537254902
0.5632533017475727,0.6025400978640777
0.5578374046153846,0.6063618276923077
0.5525246674285713,0.6005869531428573
0.5473121705660376,0.604355000754717
0.5421971035514017,0.6080526175700935
0.5371767599999999,0.6024225007407409
0.5322485328440366,0.606070000733945
0.5274099098181817,0.6096511825454546
0.5226584691891891,0.6095642349549549
0.5179918757142856,0.6094788400000001
0.5134078768141592,0.609394956460177
0.5396060533333332,0.6093125445614035
0.5566529572173912,0.6092315659130435
0.5461070983908045,0.6091519834482759
0.544288519202279,0.6143573666511267
0.5425007633898303,0.6064544922033899
0.5407430538935574,0.5990957925274726
0.5390146395555555,0.6040850125714287
0.5373147940495867,0.6087738023140497
0.5356428148633878,0.613210082622951
0.5250936475725899,0.6133059356097561
0.5404442748387096,0.6134002425806452
0.5307873873066666,0.6134930406400001
0.5223419847619046,0.6135843657142858
0.5341202511667859,0.6136742525984253
0.5443887245833332,0.6137627350000001
0.5361933041383422,0.6138498455813954
0.52868750610989,0.613935616
0.5273780049727371,0.6192401038886395
0.5260883447619047,0.6242042682828284
0.5248180779377013,0.6158175589711121
0.5235667703198293,0.6206091797014925
0.5223340005925925,0.6251478771358026
0.5324638976470587,0.6254531623529412
0.541624745109489,0.6257539908515816
0.5337836877067348,0.6260504595169083
0.5264874586091126,0.6263426624460432
0.5346942524511278,0.6266306910476191
0.5423056034042553,0.6269146341371159
0.5416555639436619,0.6316760120870679
0.5410146159440559,0.6361865283794467
0.5403825699999999,0.640474282962963
0.5397592419310344,0.6445629660689656
0.5473962464709718,0.6450796580821918
0.5399913363512677,0.6455893202721089
0.5471054852643947,0.6460920951351352
0.5537925508724831,0.6465881213422819
0.5601006005333332,0.6470775338666667
0.5598350336423841,0.6382074330310749
0.5595729610526315,0.6297914259649123
0.5593143142483659,0.6341563123809524
0.5590590264935065,0.638331229807434
0.5588070327741935,0.6423330972903226
0.5585582697435897,0.6345968843010753
0.5583126756687897,0.6271839495541401
0.5580701903797467,0.6311917515611815
0.5578307552201257,0.6241389979134296
0.5575943129999998,0.6173494737142857
0.5497831681987577,0.6174191752972493
0.556563198939186,0.617488016366843
0.5629760127607362,0.6175560127607362
0.5556008436333052,0.6176231799303136
0.5617076166464646,0.6176895329523809
0.5546964229459773,0.6177550865404475
0.5479945513772455,0.6178198550556031
0.5415761133910533,0.6178838525170068
0.541240446949973,0.6108183239447732
0.5409087295258466,0.6040191276565978
0.5405808918376749,0.6083936508217913
0.5402568662156447,0.6126123394633274
0.5399365865545629,0.6061365900578035
0.5396199882688958,0.6102504672385759
0.5393070082493505,0.6142297229061224
0.5389975848209366,0.6180827290486258
0.5324880463143902,0.6181382332728945
0.5387685638523274,0.6181931138541938
0.5447770395530726,0.6182473812446408
0.5505342842282281,0.6183010456640827
0.544282265635359,0.6183541171065142
0.5382626814764722,0.6184066053462817
0.5437983064480874,0.6184585199440844
0.5379929338918344,0.6185098702527806
0.5433248112432432,0.6185606654230045
0.5484682262365591,0.6186109144086022
0.5482712191816937,0.6120213567719981
0.548076307946561,0.6056469685106383
0.547883459264181,0.6097118683781919
0.5476926405679314,0.6136502367032475
0.5475038199732132,0.617469267434555
0.5473169662596898,0.6211755818367348
0.5524804478944889,0.6212350506418527
0.5574661000687284,0.6212939063665054
0.5622847428851727,0.6213521584427002
0.5669462911159358,0.6214098161099543
0.5668764697872339,0.6250844166497462
0.5668073537244788,0.6189486169617746
0.5667389322955201,0.6225555435021259
0.566671195080851,0.6260628673811321
0.5666041318683179,0.6294755872784228
0.5607182677227722,0.6295680256985698
0.5653704045360409,0.6296595533953658
0.5698778925490195,0.629750183761801
0.5742486460143472,0.6298399299295394
0.5784899817176997,0.6299288047752607
0.57848241212932,0.6239253100043918
0.5784749153254437,0.627356738021978
0.5784674902613175,0.6306986413632166
0.5784601359120878,0.6249240184433498
0.5784528512723295,0.6282140071266769
0.5784456353555878,0.6226177519496856
0.5784384871939328,0.6258569564288463
0.5784314058375268,0.629018771854085
0.5726019986169373,0.6290938533353339
0.5768874197805212,0.6291682396176822
0.5810498495517384,0.6292419403121748
0.5850954328702489,0.629314964853507
0.5890298914171272,0.6293873225040507
0.5890638065837319,0.632531218978355
0.5890974148257522,0.6270464030769232
0.589130720290817,0.6301459428413028
0.5891637270521595,0.6248177459763555
0.5891964391102756,0.627873748358209
0.5892288603945418,0.6308621467607844
0.5835272524137931,0.63093381347215
0.5835390570135196,0.6338665948745452
0.5835507580641257,0.6367364727819549
0.5875131607371771,0.6368255836306924
0.5913699568695652,0.6369139196024846
0.5914073163636363,0.6317526818901287
0.5914443537931033,0.6346047273563218
0.59522412544009,0.6346827232808775
0.5989065057182243,0.6347600525735992
0.5989660662292382,0.6375691632666861
0.5990251219901586,0.6403206954832799
0.6026355016435604,0.6404128535705327
0.6061558406722688,0.6405042372200772
0.6062346865271966,0.6354600979637378
0.6063128753333332,0.6305199498947369
0.6063904152697095,0.6332783055536993
0.6064673143801653,0.6359825782072475
0.6065435805761317,0.631185538173673
0.6066192216393442,0.6264820904918034
0.6066942452244898,0.6291757136044344
0.6067686588617887,0.6245812842831648
0.6068424699595141,0.6200729377415736
0.6011774724069479,0.6200988776059075
0.6047216712474138,0.6201246091179176
0.6081797633050746,0.6201501347778313
0.6115553155284743,0.6201754570460327
0.6061100307982517,0.6202005783438517
0.6094328800451722,0.620225501054336
0.6095082286614173,0.6229460501837271
0.6095829863081232,0.6184654466805075
0.6096571599107142,0.6140670506395349
0.6097307562868259,0.6167700620313968
0.6098037821483941,0.6194249227906977
0.6098762441036955,0.6220331038618715
0.6131674645547129,0.6220607207052723
0.6078164370881225,0.6220881259253519
0.6025881823611837,0.6221153219452784
0.5974779912609187,0.622142311151365
0.60076423010101,0.6221690958937691
0.6039794859026812,0.622195678487174
0.6071263517312762,0.6222220612114556
0.6102072902256794,0.6222482463123343
0.610274446337543,0.6178916545273632
