Carlos Alcaraz,Novak Djokovic
0.6103411031474597,0.6205158845246946
0.6104072662032288,0.6230946041610307
0.6104729409707635,0.6256291551577193
0.6105381328355957,0.6213936650312891
0.6106028471043485,0.6172297997917872
0.6106670890061763,0.6197504747445255
0.6107308636941724,0.615669282765136
0.6107941762467484,0.6181617771310264
0.6108570316689808,0.6141596972585056
0.610919434893931,0.6102216909352518
0.6109813907839352,0.612698273114021
0.611042904131868,0.615136073815126
0.611103979662378,0.6112824481995647
0.6111646220330968,0.607488049929078
0.6112248358358249,0.6099098488440182
0.6112846255976887,0.6122951364762158
0.6113439957822762,0.6085782724564683
0.6114029507907477,0.6049163444910646
0.6114614949629231,0.6072856720493559
0.6115196325783475,0.6096205589898991
0.611577367857333,0.6060301424258862
0.6116347049619805,0.6024908426403941
0.6116916479971803,0.6048099078259284
0.6117482010115911,0.6013285817447729
0.6118043679985998,0.6036233108532423
0.6118601528972615,0.6001978972929862
0.6119155595932203,0.6024688025310735
0.6119705919196119,0.6047088968575355
0.6120252536579469,0.6013449333537051
0.6120795485389778,0.598025604295302
0.6121334802435467,0.5947499167937201
0.6153245618700423,0.5947233399360883
0.6184471431229235,0.5946969396688724
0.6215036504161555,0.5946707142378633
0.6163260640167432,0.5946446619120094
0.6193425997400126,0.5946187809830361
0.6194055886486273,0.5913603566181135
0.6194681658650287,0.5881444417833042
0.6195303354122679,0.5849701095387203
0.6195921012611484,0.5872390587012987
0.6196534673310718,0.5841106844937587
0.6145648067096774,0.5840697744516129
0.6095813374995271,0.5840291274965549
0.6126005421466905,0.5839887410989011
0.6155599440696266,0.5839486127612963
0.6184614912796758,0.5839087400181984
0.6213070453761369,0.5838691204353741
0.6213676225686247,0.5807541866879299
0.6214278175706234,0.5776786437854889
0.621487633987704,0.5799558841675199
0.621547075380226,0.5769233641282855
0.6216061452640449,0.5791763726259542
0.6216648471112044,0.581401283171906
0.6217231843506177,0.5835986737178349
0.6217811603687341,0.5857691056494617
0.6246007581344306,0.5857347160199005
0.619759026112595,0.5857005380188289
0.6225456217444651,0.5856665696987455
0.6252804372575712,0.5856328091359715
0.620570137114686,0.5855992544302876
0.6159473222716365,0.5855659037045775
0.6186694648888889,0.5855327551044777
0.6141484329822158,0.585499806798034
0.6168391574821737,0.5854670569753642
0.6124152612588346,0.585434503848326
0.61507512,0.5854021456501922
0.6176894960271908,0.5853699806353309
0.6177370373078735,0.5875511477248676
0.6177842964444574,0.5897054828696108
0.6178312759411799,0.5866938047112685
0.6178779782727299,0.5837182025360181
0.6179244058846824,0.585856254361405
0.6179705611939258,0.582920574176791
0.61801644658908,0.585037738817967
0.6180620644309095,0.5871299526005009
0.6206549016233469,0.5871018561939076
0.6163093929432955,0.5870739226650337
0.6188742043219209,0.5870461506016446
0.6146173859860025,0.5870185386077851
0.610431564424203,0.5869910853035455
0.6129827447864392,0.5869637893248316
0.6088790933502646,0.5869366493231389
0.6114024103797799,0.5869096639653305
0.6073775802892561,0.5868828319334187
0.6034166602577649,0.5868561519243507
0.6034426375243038,0.588949727419699
0.6034684684400455,0.586030413370892
0.6034941542382831,0.5881041526850059
0.6035196961384913,0.5901538312359464
0.6035450953465196,0.5872773842161669
0.6035703530547817,0.5893081617827298
0.6060935041904763,0.5892853087807808
0.6021794224263965,0.5892625823882608
0.6046748150896579,0.5892399815559206
0.6071322400095819,0.5892175052460724
0.609552634740432,0.5891951524324324
0.6095831471251771,0.5912141745319481
0.6096134927755794,0.5932102825500911
0.6096436730545898,0.59518389920205
0.6096736893103448,0.597135436430206
0.6058361832478633,0.597121804524319
0.6020563588969308,0.5971082463044097
0.598332821117579,0.5970947611746347
0.6007574106093189,0.5970813485455574
0.5970980413373806,0.5970680078340624
0.5971146395827993,0.5990078886134704
0.5971311493042424,0.6009262516419047
0.5971475712080182,0.598087725847632
0.5971639059929412,0.5952801178752636
0.5971801543504307,0.5925028801024501
0.597196316964609,0.5944146413386328
0.5972123945123967,0.5963058454604436
0.5972283876636081,0.5935672705511811
0.5972442970810437,0.5954427895496082
0.5972601234205813,0.5972985216284692
0.5936185320560108,0.5972862666049382
0.5960480641925879,0.5972740752438672
0.5924676410228982,0.5972619470504701
0.5948710337984495,0.5972498815350751
0.5913496430633284,0.5972378782130584
0.5937274343695726,0.5972259366047795
0.5960723463589743,0.5972140562355176
0.5983851111306726,0.5972022366354078
0.598401095956336,0.59448237296607
0.598416999434286,0.596336922564389
0.5984328221839216,0.5936497302445778
0.598448564818369,0.5954892571798078
0.5984642279445618,0.5928339113191797
0.5984798121633178,0.5902056173299748
0.6007723562118283,0.5901883502847571
0.6030338594669881,0.5901711697911446
0.6052649979272726,0.5901540752000001
0.6074664275521722,0.5901370658686618
0.6074890019945385,0.5919723201083341
0.6075114644049329,0.5937888937906876
0.6075338156152758,0.5955870931573157
0.6075560564492712,0.5929888081217342
0.6075781877225082,0.5947729434756115
0.6041296356800763,0.5947602221789209
0.6063187574582425,0.5947475632415278
0.6029241379778513,0.5947349662060292
0.6050928848310486,0.594722430619484
0.6072337252907365,0.5947099560333601
0.6093472361723824,0.5946975420034795
0.6093698942832756,0.596472734323008
0.6093924429346957,0.5938962769358178
0.6094148829179162,0.5956578161840088
0.6094372150166021,0.5931104482312038
0.6094594400069009,0.5948585422121628
0.6094815586575333,0.5965896632584
0.6061389807569042,0.5965791360691192
0.6082426156919959,0.596568659009311
0.6103198754032986,0.5965582317217586
0.6123712902502236,0.5965478538526305
0.61439737607565,0.5965375250514415
0.6144223822641509,0.598258561509434
0.6144472707764705,0.5999630165028275
0.6144720424413145,0.6016511462952071
0.6144966980796251,0.5991384587430415
0.6145212385046728,0.6008144546769606
0.611240062078611,0.6008074887848384
0.6132558641554635,0.6008005552922144
0.6152472219606357,0.6007936539735701
0.6120219177277277,0.6007867846054751
0.6139970615794287,0.6007799469665629
